"css-175oi2r href","css-9pa8cd src","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 6","css-1jxf684 8","css-1jxf684 9","css-1jxf684 11","css-1jxf684 12","css-1jxf684 13","css-1jxf684 19","css-146c3p1 4","css-1jxf684 href 3","css-1jxf684 25","css-1jxf684 26","css-1jxf684 href 4","css-1jxf684 27"
"https://x.com/TomTSEC","https://pbs.twimg.com/profile_images/1343895838616125441/bKGCQS7g_bigger.jpg","Tom Quiggin","@TomTSEC","·","Jun 8","","Canadian","Soars, Driven By Immigration More Than Tariffs","11","188","3.5K","Unemployment","","Canadian Unemployment Soars, Driven By Immigration More Than Tariffs - Better Dwelling","","","","","",""
"https://x.com/kyomizuko","https://pbs.twimg.com/profile_images/770304111053008896/_F0NMLkh_bigger.jpg","Brian","@kyomizuko","·","Jun 8","In a few short months, a worsening economy with higher","unemployment","(almost guaranteed), a new and actually competent leader for the Cons (they *must* do this) and continued inflammatory nonsense from Carney such as ""Muslim values are","1","","98","Canadian","values"" can easily change this.","","Replying to","https://x.com/DavidColetto","@DavidColetto","","",""
"https://x.com/clgc22","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Claudette Leece","@clgc22","·","Jun 8","Exactly, most don’t know the real numbers the","Canadian","government hasn’t updated the","1","","10","unemployment","numbers since March, so I guess those hundreds of useless government workers they have hired, are watching Tik Tok videoes instead of their job","","Replying to","https://x.com/AlbertaLeonidas","@AlbertaLeonidas","and","https://x.com/ShaziGoalie","@ShaziGoalie"
"https://x.com/canuckobama","https://pbs.twimg.com/profile_images/90041941/pic28086_bigger.jpg","libertarian Albertan","@canuckobama","·","Jun 8","Liberal immigration polices are increasing","unemployment","rates across Canada.  Thank a liberal if you can't find work today.","","","41","","","Canadian Unemployment Soars, Driven By Immigration More Than Tariffs - Better Dwelling","","","","","",""
"https://x.com/mattitude2day","https://pbs.twimg.com/profile_images/738750203663134721/Stg5bUMd_bigger.jpg","Mattitude","@mattitude2day","·","Jun 8","And yet These federal liberals are responsible for the decline in","Canadian","’s quality of life. Their reckless immigration policies have resulted in a Housing crisis, healthcare crisis,","1","","35","unemployment","crisis & skyrocketing crime rates. As well as massive debt through shady contracts","","Replying to","https://x.com/13_Engines","@13_Engines","and","https://x.com/MattSpoke","@MattSpoke"
"https://x.com/GowerCornerBoy","https://pbs.twimg.com/profile_images/1895466617292619776/RjOifqzF_bigger.jpg","GowerStreetLad","@GowerCornerBoy","·","Jun 8","As of RIGHT NOW any","Canadian","who is unemployed has THE RIGHT (should!) to walk into any workplace with right qualifications and remove a temp visa holder's position NO Qs asked.","1","3","151","Unemployment","numbers rising. Temps GTFO now.","","Replying to","https://x.com/Sammy_canada2","@Sammy_canada2","","https://x.com/hashtag/canploi?src=hashtag_click","#canploi"
"https://x.com/James_HUxley","https://pbs.twimg.com/profile_images/1276466504/image_bigger.jpg","James","@James_HUxley","·","Jun 8","Ok and this affects Canadians how? The","Canadian","gov should be doing the same thing. What is the","1","4","31","unemployment","percent? What is the average wait time in ER’s how many Canadians don’t have family doctors or their own house?","","Replying to","https://x.com/CTVNews","@CTVNews","","",""
"https://x.com/JohnBap38","https://pbs.twimg.com/profile_images/1876628548040990720/M0tLKvI1_bigger.jpg","A Crowded World","@JohnBap38","·","Jun 8","Exactly, Gerry. CTV News is owned by Bell Media a division of BCE Inc., one of Canada’s largest telecom giants. This isn’t grassroots journalism it’s corporate narrative management.

Meanwhile,","Canadian","youth","1","7","126","unemployment","just hit 20.1% in May, the highest in nearly 50 years but","","Replying to","https://x.com/gerryleigh12","@gerryleigh12","and","https://x.com/CTVNews","@CTVNews"
"https://x.com/LindaAlberts2","https://pbs.twimg.com/profile_images/1524191159173758976/vDArclKj_bigger.jpg","lindaalberts2","@LindaAlberts2","·","Jun 8","Still no trade deal to lower tariffs. Offering up investment opportunities to broke Canadians, homeless, grocery, rents, all rising,","unemployment","rising. This delinquent fool isn't interested in Canadians or Canada he's more interested in his own ego!","","","23","","","'These are Muslim values, these are Canadian values': PM Mark Carney trolled on social media for...","","","","","",""
"https://x.com/pilotplace77","https://pbs.twimg.com/profile_images/1931505879058448384/ZA3ZmqcP_bigger.jpg","PilotPlace","@pilotplace77","·","Jun 7","Unfortunately your privileged life isn’t the reality for majority of Canadians frankly it’s grim you choose not to face reality.","Canadian","","5","1","31","unemployment","rises while taken in unverified immigrants and fake international students who steal cars and murder Innocents","","Replying to","https://x.com/DinoP1975","@DinoP1975","and","https://x.com/nicksortor","@nicksortor"
"https://x.com/thestarcard100","https://pbs.twimg.com/profile_images/1873362633467817984/df1xTChm_bigger.jpg","Emma, Critical Investigator","@thestarcard100","·","Jun 7","Your","Canadian","tax dollars subsides businesses to replace your kids with foreign workers - no wonder there is 20% youth","2","1","40","unemployment",".
The Government continues to bring low wages workers whose wages you partially pay for while your kid is broke.","","","","","","",""
"https://x.com/timtweets89","https://pbs.twimg.com/profile_images/1914729249321443329/rBRtfBCz_bigger.jpg","Tim Nook","@timtweets89","·","Jun 7","Mr Sir, this graph means your economy is not stable. Sir, youth","unemployment","is headed towards 20%. Sir you are still paying companies to hire foreigners and not","","","40","Canadian","citizens. Sir you haven’t fixed anything. Sir why do you want to ban cash? Sir why do you want to end free","and 2 others","Replying to","https://x.com/MarkJCarney","@MarkJCarney","","https://x.com/DLeBlancNB","@DLeBlancNB"
"https://x.com/THeMyerSHOW","https://pbs.twimg.com/profile_images/1933507912053207040/BZDWzFSn_bigger.jpg","THE PODCAST MYER TPM 🆇︎","@THeMyerSHOW","·","Jun 7","Scary the","Canadian","","","","50","unemployment","has hit the biggest metropolitan","Quote","","","","","",""
"https://x.com/Tablesalt13","https://pbs.twimg.com/profile_images/1922651241483472896/IntZ5Yo5_bigger.jpg","Tablesalt","@Tablesalt13","·","Jun 7","Why would an employer hire a","Canadian","student

when they can GET 20k for a LMIA letter AND get them to work for UNDER minimum wage

AND 

get them to work 85 hours and pay them for 75? This is why the student","29","94","20K","unemployment","rate is 20%","","Replying to","https://x.com/Tablesalt13","@Tablesalt13","","",""
"https://x.com/wehrmonkey","https://pbs.twimg.com/profile_images/1919166674596491264/ckUsE1A5_bigger.jpg","Alastair MacDonald","@wehrmonkey","·","Jun 7","Canada's","unemployment","numbers continue to rise, especially amongst our youth, yet our government still subsidizes the wages of foreigners. Instead, we should subsidize our farmers who hire","2","14","175","Canadian","youth as temporary workers, giving them work that reconnects them to the land.","","","","","","",""
"https://x.com/HayekAndKeynes","https://pbs.twimg.com/profile_images/1732750060998254592/KMD2HcZp_bigger.jpg","The Long View","@HayekAndKeynes","·","Jun 7","Toronto’s","unemployment","rate hits 8.8%","44","23","46K","Canadian","Carney-age","","","","","","",""
"https://x.com/ThisIsParamB","https://pbs.twimg.com/profile_images/1904711270458417152/Nk8RQLj5_bigger.jpg","Param Bhatti","@ThisIsParamB","·","Jun 7","14.2% of","Canadian","youth are out of work. For students juggling school &  job hunts,","1","","27","unemployment","soars to 20.1%, worse than France or Italy. Meanwhile, overall joblessness hits 7%, the highest since 2016. This is a lost generation.","","","","","#bcpoli","https://x.com/hashtag/cdnpoli?src=hashtag_click","#cdnpoli"
"https://x.com/PeterNBarker","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Peter  Barker","@PeterNBarker","·","Jun 7","Hits 9-Year High—What It Means for","Unemployment","Housing","Protect Your Privacy with 3 FREE ...","","3","Canadian","via","Unemployment Hits 9-Year High—What It Means for Canadian Housing","","","","","",""
"https://x.com/RyanWarIsGood","https://pbs.twimg.com/profile_images/1857255707990728704/mGNFcLav_bigger.jpg","Ace","@RyanWarIsGood","·","Jun 7","Be hostile to him & show he doesn’t belong here. Make them feel unwelcome. He’s taking someone’s job away. He doesn’t belong

Talk to the manager and demand they hire a local","Canadian",". Youth","1","","15","unemployment","is high. that “student” is also driving up rent & used car prices via excess","","Replying to","https://x.com/almilanii33","@almilanii33","and","https://x.com/nationalpost","@nationalpost"
"https://x.com/Crowsnest128","https://pbs.twimg.com/profile_images/1899233126259593216/i-NqjbJd_bigger.jpg","Robert Crowne","@Crowsnest128","·","Jun 7","exports falling 15%,","Canadian","up to 7%, Bank of Canada talking about a recession. And Carney says he is an economic expert???","1","3","143","unemployment","","","Replying to","https://x.com/TorontoStar","@TorontoStar","","",""
"https://x.com/MuddyBootsCDN","https://pbs.twimg.com/profile_images/1870981961394565120/Pm8ieOLh_bigger.jpg","MuddyBootsMama","@MuddyBootsCDN","·","Jun 7","What are you going to do for the younger","Canadian","generations who are dealing with 21%","1","","13","unemployment","rates? Why still 500 000 new immigrants in Canada when we don't have enough housing, jobs and health care is at a breaking point?","","Replying to","https://x.com/CanadianPM","@CanadianPM","","",""
"https://x.com/THeMyerSHOW","https://pbs.twimg.com/profile_images/1933507912053207040/BZDWzFSn_bigger.jpg","THE PODCAST MYER TPM 🆇︎","@THeMyerSHOW","·","Jun 7","Scary the","Canadian","","","","50","unemployment","has hit the biggest metropolitan","Quote","","","","","",""
"https://x.com/rabbleca","https://pbs.twimg.com/profile_images/1451666431305662466/CH4r06hO_bigger.jpg","rabble.ca","@rabbleca","·","Jun 7","“High","unemployment",", low wages and unaffordable housing is not being caused by immigrants.” – Migrant Workers Alliance for Change.","1","2","245","","","","","","","","",""
"https://x.com/CicerosLament","https://pbs.twimg.com/profile_images/1860789622004912128/7aYVqvJm_bigger.jpg","Cicero's Lament","@CicerosLament","·","Jun 7","Way to go you dumb elbows up libtard","Canadian","voters","","","5","","","Canadian Unemployment Soars, Driven By Immigration More Than Tariffs - Better Dwelling","","","","","",""
"https://x.com/JuliaHawes9","https://pbs.twimg.com/profile_images/1486937451981537282/ZByWwQbx_bigger.jpg","Julia Hawes","@JuliaHawes9","·","Jun 7","Canadas economy grew TO 2.2% due to setting the consumer carbon tax to 0%.","Unemployment","grew to 7% in May, Carneys spending up 8% increasing our debt by $1/2T & over 800,000 more in immigration in the first quarter. None of this is good news for","","","18","Canadian","taxpayers or Canada.","","Replying to","https://x.com/1AnthonyLabelle","@1AnthonyLabelle","and","https://x.com/WRanald","@WRanald"
"https://x.com/GowerCornerBoy","https://pbs.twimg.com/profile_images/1895466617292619776/RjOifqzF_bigger.jpg","GowerStreetLad","@GowerCornerBoy","·","Jun 7","Good stuff Ezra. Get back home and let's get some","Canadian","rallies going. Our youth","","","78","unemployment","rate in Canada is through the roof!","","Replying to","https://x.com/ezralevant","@ezralevant","","",""
"https://x.com/anonymouscanuk","https://pbs.twimg.com/profile_images/1864001678904598528/an0WkakS_bigger.jpg","Anonymous Canadian","@anonymouscanuk","·","Jun 7","Yes. All the unemployed","canadian","youth and adults and growing","","","2","canadian","","","Replying to","https://x.com/bruce_arthur","@bruce_arthur","","",""
"https://x.com/bkbarrym","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Bkbarrym","@bkbarrym","·","Jun 7","","Canadian","up to 7% fueled by Trump tariffs. Will continue to boycott  U.S. products and support local producers where possible.","","","6","unemployment","","","Replying to","https://x.com/nandouglas","@nandouglas","","",""
"https://x.com/grok","https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg","Grok","@grok","·","Jun 7","The","unemployment","spike in","","","28","Canadian","cities like Windsor and Oshawa is likely driven more by Trump's tariffs than delayed rate hike effects. Tariffs, especially the 25% auto tariff, caused a 23% drop in vehicle sales, hitting trade-heavy regions hard. Statistics Canada notes","","Replying to","https://x.com/RabayaJude","@RabayaJude","and","https://x.com/MarcNixon24","@MarcNixon24"
"https://x.com/marcmakingsense","https://pbs.twimg.com/profile_images/661900433787514880/QC9njZwj_bigger.png","Marc Chandler","@marcmakingsense","·","Jun 7","Week Ahead: Stable","Unemployment","+ Firm CPI = USD Recovery?: Last week, the US dollar fell to new lows for the year against half the G10 currencies, including sterling, the Norwegian krone, and","1","2","1.1K","Canadian",", Australian, and New Zealand dollars. A key question…","","","","","","",""
"https://x.com/BannockburnCM","https://pbs.twimg.com/profile_images/1062099806934327296/HCvuNnmM_bigger.jpg","Bannockburn Capital Markets","@BannockburnCM","·","Jun 7","Week Ahead: Stable","Unemployment","+ Firm CPI = USD Recovery?: Last week, the US dollar fell to new lows for the year against half the G10 currencies, including sterling, the Norwegian krone, and","1","1","713","Canadian",", Australian, and New Zealand dollars. A key question…","","","","","","",""
